발화	감정
우리 동호회 회장이 좀 대단한 사람이라 그런지 다른 사람들이 그 사람 앞에서는 말을 조심하더라고.국회의원을 했었거든. 그 사람이 불편하긴 하지만 우리 동호회 회장이라 자랑스럽더라고.	2
노년에도 건강해서 다행이다.응. 건강해서 아직 몸도 가볍고 정신도 맑아 기분이 좋아.그렇지. 앞으로도 건강을 유지하려면 관리를 더 열심히 해야겠어.	2
나이가 들어도 돈이 많아서 좋다.돈이 많으면 가족들도 편하고 좋지.필요한 것들을 쉽게 얻을 수 있지. 예전부터 저축하길 잘했어.	2
나는 돈이 많아서 정말 행복하다.먹고 싶은 걸 먹을 수 있고 입고 싶은 걸 입을 수 있다는 건 엄청나게 행복한 일이지.	2
내 친구는 정말 솔직하고 멋있어. 난 내 친구를 믿어.진실을 말하면 자신이 피해 보는 상황임에도 친구는 나를 위해 진실을 말해주었어.정말 고마웠고 감동이었어. 앞으로 평생 좋은 관계를 유지하고 싶어.	2
나이가 들어도 돈이 많아서 정말 좋다.응. 돈이 많아서 무엇이든 살 수 있고 정말 즐겁게 살 수 있어서 행복해.음. 지금 차가 많이 낡았으니 새 차를 사고 싶어.	2
노인이 되면서 만성 질환이 생겼어. 걱정이야.그래도 돈이 많아서 천만다행이야.	2
중증질환에 걸려도 긍정적으로 생각하면 도움이 될 거야.질병으로 죽을 때까지 고마운 마음으로 산다면 좋은 일이 생길지도 모른다.나도 지금부터라도 밝고 건강하게 살아야지.	2
질병에 걸려도 금전적으로 여유가 있으니 정말 편안하다.금전적 여유가 있으면 치료가 쉽고 생활도 즐겁지.걱정했는데 마음이 놓이네.	2
남자친구와 너무 잘 맞아요. 결혼을 해도 이렇게 좋을까?이제껏 이렇게 저를 편안하게 해준 사람은 없었어요.항상 장난처럼 말해서 진지한 이야기는 한 적 없어요. 한번 말해봐야겠어요.	2
매일 새로운 친구를 만나는 약속을 하는 게 너무 즐거워!내 주변에는 항상 사람들이 많아서 다가와 주는 사람들도 많아! 사람을 만나는 건 내 즐거움이야.	2
남자친구가 자꾸 손가락 사이즈를 물어보는데 솔직히 대답해 주기 싫어.프로포즈를 받을 것 같은데 남자친구를 놀리고 싶어서 알려주지 않았어.응. 너무 신나.	2
드디어 원하는 직장에 최종 합격을 했어.몇 번이나 탈락했지만 드디어 입사할 수 있게 되어서 다행이야.정말 힘든 순간이 많았는데 보답을 받은 것 같아서 뿌듯해.	2
이제야 직장에서 자리를 잡은 것 같아.매일 실수하고 혼나는 게 일이었는데 이제 제법 능숙해졌어.매일 메모하고 체크하는 습관을 만들면서 노력했어.	2
시부모님께 어떤 선물을 해 드려야 할까?우리를 항상 도와주셔서 감사한 마음으로 보답하고 싶어.다른 친구 부부에게 추천 부탁하려고 해.	2
오늘 직장에서 성과금을 받았어. 동료들에게 선물을 돌리고 싶은데 어떤 게 좋을까?동료들에게 평소 도움을 많이 받았거든. 간식을 돌릴까 생각 중이야.우리 팀원들이 자주 먹는 집에서 주문해야겠다.	2
친구의 순산 소식에 저절로 눈물이 나왔어.응. 모두가 힘을 모아 열렬히 응원 중인 부부였는데 정말 잘 됐어.	2
참신한 아이디어에 제대로 구성해서 완성했어.준비한 시간이 어떠한 가치를 만들어냈는지 아니까 예감도 좋아.좋은 결과가 있었으면 좋겠다.	2
어제 전화 왔어요. 공모전에서 나 상 받았다고요.제출할 때부터 어쩐지 예감이 좋았어요.좋은 결과를 알려줄 수 있어서 다행이야.	2
오늘 함께 영화 보러 갔던 거 너무 좋았어.좋아하는 작품 함께 보고 감상 주고받고 마냥 좋더라.집에서 영화를 보는 건 어떨까? 모바일 메신저로 실시간 감상 나누면서.	2
연애 문제로 상담이 필요한데 누구한테 부탁할지 모르겠어.친구에게 편하게 이야기하고 싶은데 다들 바빠서 조심스러워.문자로 미리 연락해봐야겠어.	2
이런 일도 다 있네 한 번에 통과했어 한 번에!갑자기 조직 문화가 한 단계 진화한 느낌이야.	2
저번에 야근한 거 수당 제대로 챙겨주었네.갑자기 목돈 생긴 거라서 어머니 드리려고.지금껏 제대로 보답을 드리지 못해서 효도하고 싶어.	2
연락 문제와 상관없이 항상 편안한 친구가 있어.배려심이 많아서 항상 나를 편안하게 만들어줘.소중한 친구니까 나도 앞으로 더 노력해야겠어.	2
온라인으로 친구들과 주제 정하고 채팅했는데 너무 좋았어.영화 한 편을 가지고 채팅으로 수다를 떨었더니 너무 재밌었어.	2
저번에 내가 나섰던 일이 잘 해결됐어.일은 마무리되었지만 혹시 불똥이 튈까 봐 걱정이야.	2
그냥 나는 우리 애가 태어나는 그 순간에 모든 걸 다 받았어.아이가 이 세상에 나와준 것만으로도 더할 나위 없이 고맙더라고.	2
드디어 내가 응원하던 커플이 결혼까지 골인했다!아이 태어나면 내가 대모 해주고 싶고 그냥 다 잘해주고 싶고 막 그래.	2
요즘 만나는 사람이랑 너무 잘 맞아서 행복해.성격도 잘 맞고 조만간 결혼하고 싶어.결혼해서 아이 낳고 살 생각하면 벌써 기분이 좋아. 만나는 사람도 얼른 결혼하고 싶어 하는 거 같고.	2
아파트 청약에 당첨됐어.엄청 신이나. 기뻐!노후에  든든한 재산이지. 곧 은퇴할 텐데 도움이 많이 될 것 같아.	2
코로나 때문에 취업이 어려운 시기지만 다행히 취업에 성공했어.하지만 처음 해보는 사회생활이라서 두렵고 걱정스러워.나보다 먼저 사회생활을 시작한 선배들에게 사회생활에 대한 조언을 구할 거야.	2
드디어 취업에 성공했어. 다음 주부터 첫 출근이야.일 년 넘게 취업 준비를 하느라 너무 초조하고 힘들었어. 이제 직장생활에 열심히 전념하면서 즐겁게 지내고 싶어.	2
육아로 인해 경력단절이 걱정스러웠는데 일 년간 육아휴직을 할 수 있게 되어 마음이 편해.아이를 잘 돌보면서 직장에서도 인정받는 사람이 되고 싶어.휴직 기간 동안 아이를 돌보면서 업무와 관련된 공부를 틈틈이 해두려고. 	2
회사에서 반년간 담당해 온 프로젝트가 있었는데 이번에 아주 원만하게 성공시켜서 너무 만족해.내년에 승진과 연봉이 인상될 거야. 성과를 보상받는 느낌이 들어 너무 기뻐.	2
지난주에 결혼 때문에 양가 부모님들을 모시고 상견례를 했어. 다들 결혼에 찬성하셔서 안도했어.내 조부모님들을 찾아봐야 하는 데 문제없을 것 같아. 나를 끔찍이 아끼시고 내가 하는 일에는 항상 좋다고 해주시거든.	2
내 친구가 이번에 영화배우로 데뷔한다는 소식에 너무 흥분돼.앞으로 엄청 유명해지겠지? 내 친구가 너무 자랑스러워.응. 영화가 꼭 흥행해서 친구가 성공했으면 좋겠어.	2
결혼한 지 십 년 차고 나이도 삼십 대 후반이지만 난 아직 아이 낳는 문제에 있어서 느긋해.요즘은 의학기술이 발달해서 나이가 많은 산모도 순산하는 걸 자주 보고 들었어.남편과 상의했는데 아이는 삼 년 뒤쯤 낳는 거로 결론지었어.	2
요즘 취업난이 심각한데 난 대학원에 진학하기로 마음먹어서 마음이 편안해.취업에 애태우는 선배 친구들이 많은데 난 정말 다행이야. 	2
주변 친구들은 다들 결혼하고 싶어 소개팅에 안달인데 난 아직 연애에 대해 느긋해.어른들 말이 때가 되면 다 짝이 나타난다고들 하잖아. 나도 열심히 생활하다 보면 내 짝을 만나게 되겠지.	2
난 정말 부부관계도 좋고 아이들도 말썽 없이 잘 커서 좋아.그럼. 특히 우리 부부의 금실은 동네에서도 참 유명하지.나와 내 아내는 서로 싸우더라도 꼭 그날을 넘기지는 않고 화해하지.	2
아이들도 다 키워 시집 장가 다 보냈고 노후에 받을 연금도 많이 들어둬서 큰 걱정은 없어서 다행이야.일단 은퇴하게 되면 노후연금으로 나오는 돈으로 은퇴 이민을 할 계획이야. 한국보다는 물가가 더 싼 곳으로 말이야.아마 필리핀으로 갈 거 같아.	2
입사 때보다는 지금이 더 업무 시스템이 효율적이라고 느껴져. 회사가 발전하고 있는 거 같아 신뢰감이 들어.옛날에는 연가를 쓰려면 상관의 눈치를 많이 보았는데 요즘은 그렇지 않잖아. 덜 권위적인 조직문화가 자리 잡았고.그리고 예전에는 결재를 받으려면 시간이 오래 걸렸는데 지금은 비대면으로 하니까 훨씬 신속해져서 좋아.	2
나 원하던 직장에 최종 합격했어!그동안의 노력을 보상받는 것 같아서 너무 행복해.이 마음 잊지 않고 입사해서 열심히 일할 거야.	2
내가 하고 싶은 일을 찾아서 만족스러워.아직은 부족하지만 상품을 만드는 디자이너가 되고 싶어.응. 그래서 디자인에 필요한 그림과 디자인 프로그램을 배우고 있어.	2
집들이 준비에 친구들이 도와줘서 느긋하게 준비할 수 있었어.친구들에게 커피 한 잔씩들 사주고 싶어. 정말 고맙거든.응. 커피 마시면서 고마웠다고 말할 거야.	2
회사에서 뜻대로 일도 풀리지 않지만 그래도 가끔은 웃을 수 있는 일이 있으면 좋겠어.딱히 떠오르는 일은 없는데 직원들이 작은 실수를 하게 되면 잠깐은 옛날이 생각나서 웃게 되지.	2
아이들이 이번에 시험을 쳤는데 성적이 올라서 기분이 좋아.오르는 게 기쁜 것보다는 노력한 결과가 있어서 기뻐.	2
내가 또래의 다른 사람보다는 그래도 건강한 것 같아 다행이야.주변에서 아프다는 말을 들으면 그래도 나는 다행이라고 생각해.	2
난 현재를 즐기려고 해. 미래의 걱정 두려움은 생각 안 할래.두렵고 0하고 그렇기는 해. 하지만 주님만 의지하며 나아가려고 해.	2
나 어제 남자친구한테 프러포즈 받았어. 말로 표현할 수 없을 정도로 기뻐.내년 봄에 결혼식을 할 예정이라서 이제부터 준비하려고 해.	2
내일 내가 정말 원했던 직장에 처음 출근해!정말 꿈만 같아. 내일 출근하면 무슨 일을 하게 될지 기대되고 흥분돼.	2
드디어 저번 달로 대출을 다 갚았다.이제 버는 대로 미래를 위해 저축하면 돼.	2
이제 노후준비를 걱정할 나이가 되었네.항상 내 옆에서 힘이 되어준 사람들에게 감사한 마음으로 살아야지.	2
몇 달 동안 고민했던 건데 나 회사 그만두고 이직할 거야.아직 확정된 건 아닌데 취업할 수 있는 회사가 생겼어. 그래서 이달 말까지만 근무하고 이직해야지.사실 전공해놓고 전공을 살리지 못해서 그동안 아쉬웠거든. 그래도 좋은 기회라고 생각해.	2
오늘은 나름대로 쉬엄쉬엄 쉬면서 일한 것 같아. 그렇게 피곤하지 않네.아직은 실적이 중요한 시기가 아니니까 조금 쉬엄쉬엄해도 될 거야. 	2
어떡하면 좋아! 학교 동기 선배님이 날 좋아한다고 고백했어.나름대로 괜찮은 사람이라고 생각해. 성격도 착한 것 같아.좋긴 한데 고민이 되네. 어떤 사람인지 자세히 모르는데 고백을 받아줘도 되는 걸까?	2
결혼하고 내 집을 갖게 되는 일이 이렇게 행복한 일인 줄 몰랐어.내 편이 생기고 내 집이 생기고 어딜 가서든 내가 돌아올 곳이 있는 지금이 참 좋아.집주인을 잘 못 만나면 가끔 기분 상하는 일이 생기더라. 그래서 내 집을 가지고 싶었어.	2
모처럼 주말에 약속을 잡긴 했는데 너무 나가기 싫어.오늘은 그냥 얘기하고 쉴까? 피곤하기도 하고 더 쉬고 싶기도 해.	2
어머니께서 날마다 기도를 해주신 덕분에 회사 면접에 붙었어.좋지. 날 기쁘게 해주신 어머니께 꽃을 선물하려고 하는데 어때?	2
오늘 면접 전에 옆 사람이 사준 음료수를 먹고 배탈이 났어. 사람이 미워지려고 해.근데 면접은 오히려 더 잘 봤어.긴장이 풀렸나 봐. 정말 다행이야.	2
이번에 직장에서 성과가 좋았어. 성과상여금이 넉넉하게 나와서 만족스러운데 어디에 사용하는 게 좋을지 모르겠어.어디에 쓸지 고민이야.평소에 좋아하는 음식을 원 없이 먹어보고 싶었어.	2
아이가 생겼어. 큰 선물을 준 아내에게 무엇을 해주는 게 좋을까?응. 뭘 해줘야 할지 고민이네.그러고 보니 손편지를 써준 지 오래된 거 같은데 편지를 써야겠다.	2
결혼은 꼭 해야 되는 걸까?부모님이나 주변 지인이나 만나면 항상 하는 소리가 결혼 안 하냐 애는 어떻게 할 거냐는 말만 하네.선택적인 것이라고 생각해.	2
시댁에서 식기세척기를 사주셨어.시어머니가 때론 우리 엄마보다 나를 잘 챙겨주시는 것 같아. 정말 고마워.나도 시댁에 앞으로 더 잘하려고 노력하려고. 연락도 자주 하고.	2
남편이 생일 선물로 다이아몬드 반지를 줬어.결혼할 때 빠듯한 예산으로 다이아몬드 반지를 못 맞춘 게 마음에 걸렸나 봐.정말 고마워. 나도 남편 생일에 좋은 선물을 해야겠어.	2
